item_name,item_price,item_gender,item_img,item_web_listing
1863 by Eterna Men's Slim Fit Non-Iron Dress Shirt,$165.00,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQzSNjtohqIzrOCB5zlSdy6YxIeicO5pT-m1_5P_NML6cAlGxawU0SZ_k70CWul6U7xxSy2f8-cRV0lxUaafTWx3g8EEjor,https://www.nordstrom.com/s/1863-by-eterna-luxury-slim-fit-non-iron-dress-shirt/8467793?color=NAVY&size=15+-+r&country=US&currency=USD&utm_source=google&utm_medium=organic&utm_campaign=seo_shopping&utm_channel=low_nd_seo_shopping&srsltid=AfmBOorv6BgtD3Q9ucsTZ6qlBvbHDr9JZF_KNi1Oe1GWqTMPqnk5RKNC1jw
32 Degrees Men's Casual Short Sleeve Dress Shirt,$7.99,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRMeIxUWiK3L_Kn9i4g2Q7r-sQO_glGonHzAvgFWV_qwMyfUDkXuUQRf8oCQq1z2kIV9kznCde2Vwvzv9S9MXog-nl4xCtrFg,https://www.32degrees.com/products/mens-woven-button-up-shirt?variant=42166697951321&country=US&currency=USD&utm_medium=product_sync&utm_source=google&srsltid=AfmBOopWqQ9CzwpOsREx5VyK3zG0Z-6kX4C1ZfxAWWhA7w1ABxwhcEKZkWs
32 Degrees Men's Stretch Comfort Long Sleeve Dress Shirt,$12.99,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS578n-scJCi-l5g52K_es4QmbtiJl1M1v5RZBjDawvrcLiaRjjND3OXTZxJkq9yFttsRqjYPNgJfe8bqAt0etDlqN0g9w5,https://www.32degrees.com/products/mens-stretch-woven-long-sleeve-button-up?variant=42202637795417&country=US&currency=USD&utm_medium=product_sync&utm_source=google&srsltid=AfmBOooS7mHeiqWnj70L_bgRKzOED1KNnjox4C7GwLiuFH2h8NJQ9LO0NF8
Abercrombie & Fitch Men's Collins Slim Stretch Suiting Shirt,$70.00,men,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSOJZisLDrXna_WqWbefZuFDemvenmeXVJLWzMSBnPhAFdcf343MMcIGyaC-M_IrSN0bezsTgN6B_dA5dHIqkPmzXjl1HO6qg,https://www.abercrombie.com/shop/us/p/collins-suiting-shirt-59172942?seq=02&source=googleshopping
Alfani Men's Promo Solid Regular-Fit Spread Collar Dress Shirt,$24.99,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRyHtKwD07ULn4l47L2xW2ezwW6yAl7chCVBetnGbbnc0qG7NUGRSwblth3wo8Qu4UmehobpBJ_H5qJU5c-_TniU6UsmEYCmGtzq3NirAb9UJ4JyiZFcYLqBg,https://www.macys.com/shop/product/alfani-mens-promo-solid-regular-fit-spread-collar-dress-shirt-macys-exclusive?ID=24085151&pla_country=US&CAGPSPN=pla
Alfani Men's Slim-Fit Dress Shirt,$19.99,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTjLzPQ0Bd7Lp1BXtCVJAHxpVkWDSLgc1BnunupvSRIIL0bbf3ivOiaJS13NfTvCj2JWvqkTTt6MnuvQuP5GFZLG3qqnQVjd7P18CjMCrk,https://www.macys.com/shop/product/alfani-mens-slim-fit-solid-dress-shirt-created-for-macys?ID=18618734&pla_country=US&CAGPSPN=pla
Alfani Men's Slim-Fit Temperature Regulating Dress Shirt,$34.99,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSlLUWzG_Vgqp2cV-vdwA6hkq5islIV8O5a6t78VZl8qGiQpql2ZPhiIbkRu8RwNV0cM2-Q0OrCwZiupoa_sdRYBqMy9QcXplRq287P0EVXzqpHLU-4NNcmZA,https://www.macys.com/shop/product/alfani-mens-regular-fit-temperature-regulating-solid-dress-shirt-created-for-macys?ID=16541386&pla_country=US&CAGPSPN=pla
Athletic-Fit Men's Dress Shirt,$40.00,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSlVSgqrzlMgxqRPRNdxD6vG_oWFiEuUJ_f5hA1Y8nuqTIVvFn8Z7CxBSucezUDBuArryvblvFD4Ot4uu5nsTzHSDtIqj3HCsSSaBaRXQxm7X0S3jYT8rOSRg,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=801224031&vid=2&tid=bfns000001
Athletic-Fit Men's Plaid Dress Shirt,$37.50,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTHygEftevg4S1hhgaLlu1ubY1vaBthW1I_JI5Hg8bYct8cx2itO10CvOJRica1lOC54AKJnSo_U-mP0P3WV4xJHOmEuAGanziVnLKhMbmGk5BDpsPjGL5wSQ,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=708920051&vid=1&tid=bfns000001
Azaro Uomo Men's Slim Fit Geometric Button Down Dress Shirt,$29.99,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTKf5d6dYLNYou1HZiT4Huo2RMOOKtHdkvPBXjRkp1_17_7u3DAsrgv4vp007zeCB69pciVj1bbJLb1F5-yomIPzg94pSqrHw,https://www.belk.com/p/azaro-uomo-azaro-uomo/0438763537240.html?feed=shopping
Banana Republic Men's Slim-Fit Wrinkle-Resistant Dress Shirt,$90.00,men,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRMRu3_M7BZaPfjeDTAC19DD3w-MlUDYsTRMyN4UbsS5QRwkZEKxmsi8e9SFQYXApdnRJdAPY1q4KVXKXdn86c3yedv3uduzkt7aWQ7yPhbaKi3PqN0gxxSNw,https://bananarepublic.gap.com/browse/product.do?pid=871242192&vid=2&tid=brns000051
Banana Republic Men's Standard-Fit Wrinkle-Resistant Dress Shirt,$49.99,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSUqJrN1biFs9k1BopHvqzcb5t9-rYjydrB_zEPYjXE7z8Zb_wEYc9K1PSPDUoOm4OGTYPBpnHeMiR13yF8vGzAHx5UmXTTkc8EMP7gEVonhti5vWRa_Nrg,https://bananarepublic.gap.com/browse/product.do?pid=871223852&vid=1&tid=brns000051
Banana Republic Men's Tailored Slim-Fit Cotton Poplin Dress Shirt,$44.99,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQCb6IsgCvmNLU5_jHDK4h6dyeK-ALNy9O-t9Nqn-n0cOkvKwsFSmhfTLX0VaR9iqVteq9Pg2bTNIsZujo2LsXzp62Fynsh9SkdB6zjOSdPKoZOX_LEyzCLFg,https://bananarepublic.gap.com/browse/product.do?pid=795825032&vid=2&tid=brns000051
Barbell Apparel Motive Dress Shirt,$129.00,unknown,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSSeA9tSbsdHGrnpr67jhAmRrESB6KF3jPRlBhSowuR9nLEL0lhLJz6wGsvo0rniPNSLk9WL5i0R741kM4yPBV5tWT9oeUbtpUYcfxT9ShfLn4-3soFPPwn,https://barbellapparel.com/products/motive-dress-shirt?variant=39455916392520&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOop7wpt37h35FowJmpA9KCEzUQhP6KTojPENW09ihDHjjmOEoFyXtIQ
Bella Rosa Men's Athletic-Fit Dress Shirt,$40.00,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSwKslXi9MvN6RFt23umew5XppLFqqx8Nw1rGxc8k_E3pad2L5RDOYyMd9DydS3figVMRnrvO4_q2LAfQUnlSEYegkrFNoylctTvrWyC5VM,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=708923221&vid=1&tid=bfns000001
Bella Rosa Men's Slim-Fit Dress Shirt,$40.00,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTqOhzXezCHBUVjlJ2k8vh6Dnl4h6u3gzCqW4zjCS9P45xWON9l_3KqVkOcmd6hsbIqwebCvDwxTj2U1Maksym6cN__8pWduS7NB2wICJmDPJcvGqGnt1QtXg,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=708966311&vid=2&tid=bfns000001
Bespoke Classic-Fit Pinpoint Oxford Dress Shirt,$34.99,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT5AN8XU_Jo2z1XlfV2kEwHuJ7byZxgC2bsz9MJq-kQcIU23Dq4sXZme6fhyHfGg8b2glRYTRMqrm0bJ-x2x2z4DZ2TWuiEuqeixRK5PQSSTZhO3tZGWgKeWA,https://www.kohls.com/product/prd-6479237/mens-bespoke-classic-fit-pinpoint-oxford-dress-shirt.jsp?skuid=50635635&CID=seo_offers&utm_campaign=SAG&utm_medium=organic&utm_source=google&utm_product=50635635
Bonobos Men's Everyday Oxford Shirt,$39.00,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRffYGRy2_ezbQuNmtJEdoVPl-wdDpowYL2TiV8EnmZbZk08B3ebVjGGcJf3gjXZY8Ce37rveenbatqdQww-uTcWXuw1scyic-bnX8jrmsu7UgGjDxdb0Wd2A,https://bonobos.com/products/stretch-oxford-shirt?color=dark%20blue%20sea&shirt-size=xxl&shirt-fit=tailored&shirt-length=reg
