item_name,item_price,item_gender,item_img,item_web_listing
75th DUI Sweat Pants,$44.95,unknown,https://shop.suaspontefoundation.org/cdn/shop/products/75thDUISweatpantsBlackBlack.jpg?v=1668103936&width=1946,https://shop.suaspontefoundation.org/products/75th-dui-sweat-pants?variant=42699111858337
Abercrombie & Fitch Men's Essential Baggy Open-Hem Sweatpant,$70.00,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS6tlLDEkxownSw75Ph9-ty8trPb5oSqpXR1JPonWxvZiRKo65_JOtxGitjWGX9Lw1tfK5kLQlTrN9P7oPxXvbZBSWVDE-Iuw,https://www.abercrombie.com/shop/us/p/essential-baggy-open-hem-sweatpant-60987819?seq=19&source=googleshopping
Abercrombie & Fitch Men's Essential Cinched Sweatpant,$60.00,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRDCXRYNk-sX_v-D5a0CzyXH4TYjRdY3b7msAdsCf-ZLu0LgPiKWaP-pWGDiYwWFM-BAYx0sjPdej4yfwknVde0nLoUCaEQ,https://www.abercrombie.com/shop/us/p/cinched-fleece-sweatpants-46667321?seq=84&source=googleshopping
Abercrombie & Fitch Women's High Rise Sunday Baggy Sweatpants,$60.00,women,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSbgUbEb6LA6kfPLxBuDlY6OTKcexJ-g5Vl0ZnYKVhZeFezN8r_lH1u6iLHnq-IJW0mogfXxI5mxS5Ps-2MKfo_pXUAZJjhdg,https://www.abercrombie.com/shop/us/p/high-rise-sunday-baggy-sweatpant-61142829?seq=11&source=googleshopping
Abercrombie & Fitch Women's High Rise Sunday Barrel Sweatpants,$60.00,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcToTessq2RBF83BIdoCzeQT5WJ1JbQr9beX10Wz_c2ejyWmLhCSpXrftdpbGGTGmAzmzwA_YMoCYTiEkteHd0dXczOYaGZo,https://www.abercrombie.com/shop/us/p/high-rise-barrel-sunday-sweatpant-60564334?seq=07&source=googleshopping
Abercrombie & Fitch Women's High Rise Sunday Wide Leg Sweatpants,$60.00,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSgeYAdEjt-gUi4Z1TN-54EL1o2NaS5lLbHfchh8Hd6wTJHT-7gpPxuRfM4QY2L0gGjMMe3_tzWB4kewv2HgZuUT6jYUAHa,https://www.abercrombie.com/shop/us/p/essential-sunday-wide-leg-sweatpant-54730329?seq=08&source=googleshopping
Abercrombie & Fitch Women's Lounge Brushed Wide Leg Sweatpants,$24.99,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTQDdo4EBVdascL1sHCM5DhErkBVaCUUCAGPQ287ZnHOETpBefW11dd1RapYvI9iOeCUaGVXMqVKFWu7XIXTKbx6u0fxpHONQ,https://www.abercrombie.com/shop/us/p/lounge-brushed-wide-leg-sweatpant-61530846?seq=09&source=googleshopping
adidas Men's Tiro 26 League Training Pants,$50.00,men,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR6TYN5_jrrcwJhEvgNYCe5DBTa80mqnkX2cdD3oMJB06J2-jm4paP7OUfkkFaX5AGQww9bzI5wkMbQsNUgtXrL4sVamNkRDpBK4THeTlJXLf8QftMS_Y-p,https://www.karmaloop.com/product/adidas-tiro-26-league-training-pants-kh1744?srsltid=AfmBOoquhzotyxP8KMRV7tu4SRysMXxSdMJocsKg99eMNiJOq_vtZ2SuSSo
adidas Men's Trefoil Essentials Pants,$60.00,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRG-4_kp676Z2IVbjz62Fbq4r4AjXMvsJHOAGWb37-LGkNLWodt8dVF9SAsCE2q2jmbO-y5e6mxIY6qCKivRjxxiGZ6AXBokv7Us1aCkFPiazqV2IbBjd_Y,https://editorialist.com/p/adidas-trefoil-essentials-pants-36674929/?pla=true&size=2XL&utm_source=google&utm_medium=organic&utm_campaign=organicshopping
adidas Men's Washed Cotton Blend Sweatpants,$49.99,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTe2NPakW7zJFJkr19fXG4Pdv5mwwR19d7MfDnAYTBG4XTVHTjXGJpDxMAabsYYbDIPItCzWpOSv-PaQgy3CDRPm0ISFV2nB_qx8Of8f5Hot2kGRz9UDTE1Y_k,https://www.hibbett.com/adidas-originals-mens-washed-sweat-pant---beige/55094320.html?utm_source=google&utm_medium=organic&utm_campaign=surfaces
adidas Men's Washed Sweatpants,$54.99,men,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTvtOM4-neT4inntU5fOmSHxuo2mQfH70zwWsNiBka7wy6XlUkb2QibdhcjlTuWFd7QZisiS2QgwmHbkwC8QIFfgGPaOUDCuWEsV4YF3ZLr,https://www.dickssportinggoods.com/p/adidas-mens-washed-sweatpants-25adimcasuwshdswtpafa/25adimcasuwshdswtpafa?sku=27425995&srsltid=AfmBOorvpjX7dYvqhGFWIkG_Fy2pAStUJEVQqDkQtZ0Iy48GYye6T1SqeSY
AE Men's Laidback Luxe Heavyweight Sweatpants,$34.96,men,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT2RglcH9ECD2FRCcXXadgUFswLiqVtYRHbZ3JSFW5ROEQBBnRdTD_SFOK2lGb_ND5ygmQP14CEFEmfNqqtIdVQiClYIUz1Bw,https://www.ae.com/us/en/p/men/men/matching-sets/ae-laidback-luxe-heavyweight-sweatpant/1522_5109_004?menu=cat4840004
AE Women's Cozy Sweatpants,$19.98,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQj3drQDJtId6Os_fvfC18sdOt0e5WoF5IeckJfVExzdltjGaTzn6VvIfr7kxrEojkkbv08tSp258Icmo-Es0hW_37UUsMQPizSR2-v0ERdmeAN7RSpamS8cw,https://www.doordash.com/product/0043437151?business_id=14495213&ms_id=0043437151&utm_source=Google&utm_medium=PLA&utm_campaign=organic_product_listing&srsltid=AfmBOor-gkehn3QqSFo7lICi1cw2kl-djx7gVVH8FWh-MIDezBTtiwMb0jU
AE Women's Everyday Luxe Straight Sweatpants,$34.96,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSvrS49ReglrANn66TgG8UY8LaJoQPHBP_6jGDt6HfyTMmiX76JngYKwBMDGPn2WwddISPaDMOFryzhC2RKLNDuHfXnJeyaCQ,https://www.ae.com/us/en/p/women/bottoms/sweatpants-leggings/ae-everyday-luxe-straight-sweatpant/0329_5801_005?menu=cat4840004
AE Women's Everyday Luxe Sweatpants,$19.98,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSXZBfISpq7W4LKGaUMoA7v2xXN6HzYyL0a_NPtbMZs_4Z9dmyqIFlD4_qewxpR6fN7VLk-uefXN2r0OaXvFa36wc_MIV3_7yN256SxHvWiBOkUQgRRoNTpEg,https://www.doordash.com/product/0042027037?business_id=14495213&ms_id=0042027037&utm_source=Google&utm_medium=PLA&utm_campaign=organic_product_listing&srsltid=AfmBOop_Kr5AYsEBgUbG-Drj6C9cqr8z5bDlA6a0gd-dyAwsE82X9QqaV7o
Aelfric Eden Baggy Barrel Sweatpants,$72.00,unknown,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQeC5zDk0NuNuR3U_5C85ljIkFn3r_fSONh8C9JQzNLmkqkFgR3vUjHzp5msvDEsMMiY5L8CSKcnT61gnPZvDazlYCDhdZnXQlF-gYhJimMrjXRRtw1xgET,https://www.aelfriceden.com/products/aelfric-eden-baggy-sweatpants-2?currency=USD&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=97a2d370fd03&srsltid=AfmBOopPsVuLK1Sq3XytcbXfG4NKhqgx_PxjUic-1dAWyZmHepO9iDg3pCA
